Entity,Code,Year,Life expectancy - Sex: all - Age: 0 - Variant: medium
Jamaica,JAM,2090,80.378
Jamaica,JAM,2091,80.505
Jamaica,JAM,2092,80.646
Jamaica,JAM,2093,80.775
Jamaica,JAM,2094,80.894
Jamaica,JAM,2095,81.036
Jamaica,JAM,2096,81.162
Jamaica,JAM,2097,81.286
Jamaica,JAM,2098,81.419
Jamaica,JAM,2099,81.548
Jamaica,JAM,2100,81.682
Japan,JPN,2024,84.852
Japan,JPN,2025,85.001
Japan,JPN,2026,85.147
Japan,JPN,2027,85.286
Japan,JPN,2028,85.44
Japan,JPN,2029,85.587
Japan,JPN,2030,85.734
Japan,JPN,2031,85.881
Japan,JPN,2032,86.01
Japan,JPN,2033,86.155
Japan,JPN,2034,86.277
Japan,JPN,2035,86.421
Japan,JPN,2036,86.557
Japan,JPN,2037,86.696
Japan,JPN,2038,86.83
Japan,JPN,2039,86.964
Japan,JPN,2040,87.105
Japan,JPN,2041,87.228
Japan,JPN,2042,87.36
Japan,JPN,2043,87.491
Japan,JPN,2044,87.621
Japan,JPN,2045,87.751
Japan,JPN,2046,87.872
Japan,JPN,2047,88.017
Japan,JPN,2048,88.145
Japan,JPN,2049,88.272
Japan,JPN,2050,88.391
Japan,JPN,2051,88.525
Japan,JPN,2052,88.651
Japan,JPN,2053,88.767
Japan,JPN,2054,88.899
Japan,JPN,2055,89.031
Japan,JPN,2056,89.154
Japan,JPN,2057,89.276
Japan,JPN,2058,89.405
Japan,JPN,2059,89.533
Japan,JPN,2060,89.661
Japan,JPN,2061,89.772
Japan,JPN,2062,89.89
Japan,JPN,2063,90.023
Japan,JPN,2064,90.131
Japan,JPN,2065,90.262
Japan,JPN,2066,90.376
Japan,JPN,2067,90.497
Japan,JPN,2068,90.618
Japan,JPN,2069,90.744
Japan,JPN,2070,90.862
Japan,JPN,2071,90.995
Japan,JPN,2072,91.111
Japan,JPN,2073,91.233
Japan,JPN,2074,91.354
Japan,JPN,2075,91.482
Japan,JPN,2076,91.601
Japan,JPN,2077,91.713
Japan,JPN,2078,91.837
Japan,JPN,2079,91.94
Japan,JPN,2080,92.062
Japan,JPN,2081,92.177
Japan,JPN,2082,92.291
Japan,JPN,2083,92.404
Japan,JPN,2084,92.523
Japan,JPN,2085,92.627
Japan,JPN,2086,92.744
Japan,JPN,2087,92.86
Japan,JPN,2088,92.981
Japan,JPN,2089,93.101
Japan,JPN,2090,93.214
Japan,JPN,2091,93.337
Japan,JPN,2092,93.448
Japan,JPN,2093,93.564
Japan,JPN,2094,93.678
Japan,JPN,2095,93.797
Japan,JPN,2096,93.921
Japan,JPN,2097,94.043
Japan,JPN,2098,94.158
Japan,JPN,2099,94.273
Japan,JPN,2100,94.397
Jersey,JEY,2024,79.833
Jersey,JEY,2025,79.987
Jersey,JEY,2026,80.14
Jersey,JEY,2027,80.297
Jersey,JEY,2028,80.453
Jersey,JEY,2029,80.613
Jersey,JEY,2030,80.786
Jersey,JEY,2031,80.933
Jersey,JEY,2032,81.087
Jersey,JEY,2033,81.266
Jersey,JEY,2034,81.394
Jersey,JEY,2035,81.576
Jersey,JEY,2036,81.707
Jersey,JEY,2037,81.878
Jersey,JEY,2038,82
Jersey,JEY,2039,82.174
Jersey,JEY,2040,82.3
Jersey,JEY,2041,82.478
Jersey,JEY,2042,82.606
Jersey,JEY,2043,82.761
Jersey,JEY,2044,82.919
Jersey,JEY,2045,83.078
Jersey,JEY,2046,83.212
Jersey,JEY,2047,83.403
Jersey,JEY,2048,83.541
Jersey,JEY,2049,83.675
Jersey,JEY,2050,83.828
Jersey,JEY,2051,83.955
Jersey,JEY,2052,84.093
Jersey,JEY,2053,84.21
Jersey,JEY,2054,84.351
Jersey,JEY,2055,84.471
Jersey,JEY,2056,84.592
Jersey,JEY,2057,84.739
Jersey,JEY,2058,84.862
Jersey,JEY,2059,85.012
Jersey,JEY,2060,85.139
Jersey,JEY,2061,85.292
Jersey,JEY,2062,85.395
Jersey,JEY,2063,85.526
Jersey,JEY,2064,85.684
Jersey,JEY,2065,85.819
Jersey,JEY,2066,85.952
Jersey,JEY,2067,86.09
Jersey,JEY,2068,86.224
Jersey,JEY,2069,86.347
Jersey,JEY,2070,86.464
Jersey,JEY,2071,86.558
Jersey,JEY,2072,86.701
Jersey,JEY,2073,86.796
Jersey,JEY,2074,86.919
Jersey,JEY,2075,87.04
Jersey,JEY,2076,87.139
Jersey,JEY,2077,87.266
Jersey,JEY,2078,87.391
Jersey,JEY,2079,87.52
Jersey,JEY,2080,87.624
Jersey,JEY,2081,87.728
Jersey,JEY,2082,87.886
Jersey,JEY,2083,87.993
Jersey,JEY,2084,88.1
Jersey,JEY,2085,88.209
Jersey,JEY,2086,88.374
Jersey,JEY,2087,88.486
Jersey,JEY,2088,88.598
Jersey,JEY,2089,88.706
Jersey,JEY,2090,88.837
Jersey,JEY,2091,88.93
Jersey,JEY,2092,89.023
Jersey,JEY,2093,89.166
Jersey,JEY,2094,89.261
Jersey,JEY,2095,89.358
Jersey,JEY,2096,89.456
Jersey,JEY,2097,89.577
Jersey,JEY,2098,89.676
Jersey,JEY,2099,89.776
Jersey,JEY,2100,89.901
Jordan,JOR,2024,77.981
Jordan,JOR,2025,78.131
Jordan,JOR,2026,78.299
Jordan,JOR,2027,78.453
Jordan,JOR,2028,78.614
Jordan,JOR,2029,78.774
Jordan,JOR,2030,78.936
Jordan,JOR,2031,79.099
Jordan,JOR,2032,79.268
Jordan,JOR,2033,79.427
Jordan,JOR,2034,79.582
Jordan,JOR,2035,79.742
Jordan,JOR,2036,79.912
Jordan,JOR,2037,80.082
Jordan,JOR,2038,80.247
Jordan,JOR,2039,80.412
Jordan,JOR,2040,80.569
Jordan,JOR,2041,80.729
Jordan,JOR,2042,80.892
Jordan,JOR,2043,81.044
Jordan,JOR,2044,81.209
Jordan,JOR,2045,81.371
Jordan,JOR,2046,81.526
Jordan,JOR,2047,81.684
Jordan,JOR,2048,81.84
Jordan,JOR,2049,81.988
Jordan,JOR,2050,82.147
Jordan,JOR,2051,82.299
Jordan,JOR,2052,82.442
Jordan,JOR,2053,82.604
Jordan,JOR,2054,82.752
Jordan,JOR,2055,82.902
Jordan,JOR,2056,83.047
Jordan,JOR,2057,83.193
Jordan,JOR,2058,83.342
Jordan,JOR,2059,83.488
Jordan,JOR,2060,83.635
Jordan,JOR,2061,83.779
Jordan,JOR,2062,83.924
Jordan,JOR,2063,84.066
Jordan,JOR,2064,84.205
Jordan,JOR,2065,84.338
Jordan,JOR,2066,84.483
Jordan,JOR,2067,84.616
Jordan,JOR,2068,84.743
Jordan,JOR,2069,84.871
Jordan,JOR,2070,85.004
Jordan,JOR,2071,85.143
Jordan,JOR,2072,85.268
Jordan,JOR,2073,85.391
Jordan,JOR,2074,85.521
Jordan,JOR,2075,85.653
Jordan,JOR,2076,85.777
Jordan,JOR,2077,85.897
Jordan,JOR,2078,86.016
Jordan,JOR,2079,86.142
Jordan,JOR,2080,86.267
Jordan,JOR,2081,86.388
Jordan,JOR,2082,86.514
Jordan,JOR,2083,86.639
Jordan,JOR,2084,86.763
Jordan,JOR,2085,86.889
Jordan,JOR,2086,87.004
Jordan,JOR,2087,87.115
Jordan,JOR,2088,87.235
Jordan,JOR,2089,87.35
Jordan,JOR,2090,87.464
Jordan,JOR,2091,87.578
Jordan,JOR,2092,87.694
Jordan,JOR,2093,87.803
Jordan,JOR,2094,87.928
Jordan,JOR,2095,88.047
Jordan,JOR,2096,88.16
Jordan,JOR,2097,88.274
Jordan,JOR,2098,88.385
Jordan,JOR,2099,88.501
Jordan,JOR,2100,88.608
Kazakhstan,KAZ,2024,74.531
Kazakhstan,KAZ,2025,74.671
Kazakhstan,KAZ,2026,74.807
Kazakhstan,KAZ,2027,74.946
Kazakhstan,KAZ,2028,75.09
Kazakhstan,KAZ,2029,75.228
Kazakhstan,KAZ,2030,75.357
Kazakhstan,KAZ,2031,75.495
Kazakhstan,KAZ,2032,75.639
Kazakhstan,KAZ,2033,75.784
Kazakhstan,KAZ,2034,75.918
Kazakhstan,KAZ,2035,76.053
Kazakhstan,KAZ,2036,76.201
Kazakhstan,KAZ,2037,76.346
Kazakhstan,KAZ,2038,76.501
Kazakhstan,KAZ,2039,76.657
Kazakhstan,KAZ,2040,76.802
Kazakhstan,KAZ,2041,76.951
Kazakhstan,KAZ,2042,77.095
Kazakhstan,KAZ,2043,77.237
Kazakhstan,KAZ,2044,77.386
Kazakhstan,KAZ,2045,77.533
Kazakhstan,KAZ,2046,77.686
Kazakhstan,KAZ,2047,77.828
Kazakhstan,KAZ,2048,77.973
Kazakhstan,KAZ,2049,78.119
Kazakhstan,KAZ,2050,78.275
Kazakhstan,KAZ,2051,78.421
Kazakhstan,KAZ,2052,78.569
Kazakhstan,KAZ,2053,78.711
Kazakhstan,KAZ,2054,78.863
Kazakhstan,KAZ,2055,79.014
Kazakhstan,KAZ,2056,79.16
Kazakhstan,KAZ,2057,79.311
Kazakhstan,KAZ,2058,79.453
Kazakhstan,KAZ,2059,79.593
Kazakhstan,KAZ,2060,79.739
Kazakhstan,KAZ,2061,79.891
Kazakhstan,KAZ,2062,80.041
Kazakhstan,KAZ,2063,80.188
Kazakhstan,KAZ,2064,80.324
Kazakhstan,KAZ,2065,80.474
Kazakhstan,KAZ,2066,80.617
Kazakhstan,KAZ,2067,80.761
Kazakhstan,KAZ,2068,80.91
Kazakhstan,KAZ,2069,81.045
Kazakhstan,KAZ,2070,81.19
Kazakhstan,KAZ,2071,81.326
Kazakhstan,KAZ,2072,81.455
Kazakhstan,KAZ,2073,81.599
Kazakhstan,KAZ,2074,81.744
Kazakhstan,KAZ,2075,81.877
Kazakhstan,KAZ,2076,82.008
Kazakhstan,KAZ,2077,82.144
Kazakhstan,KAZ,2078,82.29
Kazakhstan,KAZ,2079,82.428
Kazakhstan,KAZ,2080,82.565
Kazakhstan,KAZ,2081,82.705
Kazakhstan,KAZ,2082,82.833
Kazakhstan,KAZ,2083,82.971
Kazakhstan,KAZ,2084,83.092
Kazakhstan,KAZ,2085,83.231
Kazakhstan,KAZ,2086,83.361
Kazakhstan,KAZ,2087,83.493
Kazakhstan,KAZ,2088,83.625
Kazakhstan,KAZ,2089,83.747
Kazakhstan,KAZ,2090,83.878
Kazakhstan,KAZ,2091,84.003
Kazakhstan,KAZ,2092,84.133
Kazakhstan,KAZ,2093,84.254
Kazakhstan,KAZ,2094,84.386
Kazakhstan,KAZ,2095,84.514
Kazakhstan,KAZ,2096,84.639
Kazakhstan,KAZ,2097,84.771
Kazakhstan,KAZ,2098,84.903
Kazakhstan,KAZ,2099,85.021
Kazakhstan,KAZ,2100,85.146
Kenya,KEN,2024,63.834
Kenya,KEN,2025,64.014
Kenya,KEN,2026,64.189
Kenya,KEN,2027,64.362
Kenya,KEN,2028,64.539
Kenya,KEN,2029,64.708
Kenya,KEN,2030,64.877
Kenya,KEN,2031,65.05
Kenya,KEN,2032,65.216
Kenya,KEN,2033,65.368
Kenya,KEN,2034,65.533
Kenya,KEN,2035,65.686
Kenya,KEN,2036,65.834
Kenya,KEN,2037,65.99
Kenya,KEN,2038,66.158
Kenya,KEN,2039,66.299
Kenya,KEN,2040,66.457
Kenya,KEN,2041,66.606
Kenya,KEN,2042,66.742
Kenya,KEN,2043,66.888
Kenya,KEN,2044,67.032
Kenya,KEN,2045,67.161
Kenya,KEN,2046,67.294
Kenya,KEN,2047,67.447
Kenya,KEN,2048,67.59
Kenya,KEN,2049,67.719
Kenya,KEN,2050,67.856
Kenya,KEN,2051,67.985
Kenya,KEN,2052,68.116
Kenya,KEN,2053,68.242
Kenya,KEN,2054,68.367
Kenya,KEN,2055,68.499
Kenya,KEN,2056,68.64
Kenya,KEN,2057,68.769
Kenya,KEN,2058,68.905
Kenya,KEN,2059,69.035
Kenya,KEN,2060,69.15
Kenya,KEN,2061,69.273
Kenya,KEN,2062,69.403
Kenya,KEN,2063,69.535
Kenya,KEN,2064,69.665
Kenya,KEN,2065,69.792
Kenya,KEN,2066,69.927
Kenya,KEN,2067,70.054
Kenya,KEN,2068,70.181
Kenya,KEN,2069,70.313
Kenya,KEN,2070,70.442
Kenya,KEN,2071,70.566
Kenya,KEN,2072,70.691
Kenya,KEN,2073,70.815
Kenya,KEN,2074,70.936
Kenya,KEN,2075,71.066
Kenya,KEN,2076,71.179
Kenya,KEN,2077,71.316
Kenya,KEN,2078,71.44
Kenya,KEN,2079,71.564
Kenya,KEN,2080,71.698
Kenya,KEN,2081,71.828
Kenya,KEN,2082,71.964
Kenya,KEN,2083,72.089
Kenya,KEN,2084,72.216
Kenya,KEN,2085,72.35
Kenya,KEN,2086,72.483
Kenya,KEN,2087,72.613
Kenya,KEN,2088,72.751
Kenya,KEN,2089,72.891
Kenya,KEN,2090,73.026
Kenya,KEN,2091,73.155
Kenya,KEN,2092,73.297
Kenya,KEN,2093,73.425
Kenya,KEN,2094,73.56
Kenya,KEN,2095,73.688
Kenya,KEN,2096,73.82
Kenya,KEN,2097,73.956
Kenya,KEN,2098,74.084
Kenya,KEN,2099,74.227
Kenya,KEN,2100,74.362
Kiribati,KIR,2024,66.6
Kiribati,KIR,2025,66.724
Kiribati,KIR,2026,66.858
Kiribati,KIR,2027,66.982
Kiribati,KIR,2028,67.116
Kiribati,KIR,2029,67.235
Kiribati,KIR,2030,67.361
Kiribati,KIR,2031,67.481
Kiribati,KIR,2032,67.598
Kiribati,KIR,2033,67.724
Kiribati,KIR,2034,67.841
Kiribati,KIR,2035,67.953
Kiribati,KIR,2036,68.082
Kiribati,KIR,2037,68.196
Kiribati,KIR,2038,68.311
Kiribati,KIR,2039,68.44
Kiribati,KIR,2040,68.558
Kiribati,KIR,2041,68.666
Kiribati,KIR,2042,68.782
Kiribati,KIR,2043,68.888
Kiribati,KIR,2044,69.008
Kiribati,KIR,2045,69.106
Kiribati,KIR,2046,69.222
Kiribati,KIR,2047,69.323
Kiribati,KIR,2048,69.441
Kiribati,KIR,2049,69.554
Kiribati,KIR,2050,69.659
Kiribati,KIR,2051,69.767
Kiribati,KIR,2052,69.864
Kiribati,KIR,2053,69.969
Kiribati,KIR,2054,70.078
Kiribati,KIR,2055,70.191
Kiribati,KIR,2056,70.307
Kiribati,KIR,2057,70.427
Kiribati,KIR,2058,70.534
Kiribati,KIR,2059,70.638
Kiribati,KIR,2060,70.737
Kiribati,KIR,2061,70.849
Kiribati,KIR,2062,70.954
Kiribati,KIR,2063,71.046
Kiribati,KIR,2064,71.154
Kiribati,KIR,2065,71.258
Kiribati,KIR,2066,71.364
Kiribati,KIR,2067,71.47
Kiribati,KIR,2068,71.58
Kiribati,KIR,2069,71.69
Kiribati,KIR,2070,71.8
Kiribati,KIR,2071,71.903
Kiribati,KIR,2072,72.004
Kiribati,KIR,2073,72.113
Kiribati,KIR,2074,72.213
Kiribati,KIR,2075,72.315
Kiribati,KIR,2076,72.424
Kiribati,KIR,2077,72.534
Kiribati,KIR,2078,72.644
Kiribati,KIR,2079,72.755
Kiribati,KIR,2080,72.862
Kiribati,KIR,2081,72.971
Kiribati,KIR,2082,73.081
Kiribati,KIR,2083,73.196
Kiribati,KIR,2084,73.306
Kiribati,KIR,2085,73.415
Kiribati,KIR,2086,73.534
Kiribati,KIR,2087,73.643
Kiribati,KIR,2088,73.757
Kiribati,KIR,2089,73.873
Kiribati,KIR,2090,73.985
Kiribati,KIR,2091,74.097
Kiribati,KIR,2092,74.209
Kiribati,KIR,2093,74.312
Kiribati,KIR,2094,74.429
Kiribati,KIR,2095,74.54
Kiribati,KIR,2096,74.66
Kiribati,KIR,2097,74.765
Kiribati,KIR,2098,74.879
Kiribati,KIR,2099,75.002
Kiribati,KIR,2100,75.118
Kosovo,OWID_KOS,2024,78.222
Kosovo,OWID_KOS,2025,78.422
Kosovo,OWID_KOS,2026,78.609
Kosovo,OWID_KOS,2027,78.796
Kosovo,OWID_KOS,2028,78.974
Kosovo,OWID_KOS,2029,79.15
Kosovo,OWID_KOS,2030,79.324
Kosovo,OWID_KOS,2031,79.504
Kosovo,OWID_KOS,2032,79.671
Kosovo,OWID_KOS,2033,79.849
Kosovo,OWID_KOS,2034,80.017
Kosovo,OWID_KOS,2035,80.189
Kosovo,OWID_KOS,2036,80.366
Kosovo,OWID_KOS,2037,80.539
Kosovo,OWID_KOS,2038,80.707
Kosovo,OWID_KOS,2039,80.878
Kosovo,OWID_KOS,2040,81.04
Kosovo,OWID_KOS,2041,81.202
Kosovo,OWID_KOS,2042,81.363
Kosovo,OWID_KOS,2043,81.524
Kosovo,OWID_KOS,2044,81.69
Kosovo,OWID_KOS,2045,81.854
Kosovo,OWID_KOS,2046,82.005
Kosovo,OWID_KOS,2047,82.163
Kosovo,OWID_KOS,2048,82.321
Kosovo,OWID_KOS,2049,82.475
Kosovo,OWID_KOS,2050,82.625
Kosovo,OWID_KOS,2051,82.777
Kosovo,OWID_KOS,2052,82.926
Kosovo,OWID_KOS,2053,83.075
Kosovo,OWID_KOS,2054,83.227
Kosovo,OWID_KOS,2055,83.371
Kosovo,OWID_KOS,2056,83.507
Kosovo,OWID_KOS,2057,83.642
Kosovo,OWID_KOS,2058,83.787
Kosovo,OWID_KOS,2059,83.921
Kosovo,OWID_KOS,2060,84.053
Kosovo,OWID_KOS,2061,84.192
Kosovo,OWID_KOS,2062,84.328
Kosovo,OWID_KOS,2063,84.462
Kosovo,OWID_KOS,2064,84.594
Kosovo,OWID_KOS,2065,84.726
Kosovo,OWID_KOS,2066,84.853
Kosovo,OWID_KOS,2067,84.986
Kosovo,OWID_KOS,2068,85.112
Kosovo,OWID_KOS,2069,85.234
Kosovo,OWID_KOS,2070,85.362
Kosovo,OWID_KOS,2071,85.486
Kosovo,OWID_KOS,2072,85.602
Kosovo,OWID_KOS,2073,85.729
Kosovo,OWID_KOS,2074,85.84
Kosovo,OWID_KOS,2075,85.963
Kosovo,OWID_KOS,2076,86.079
Kosovo,OWID_KOS,2077,86.203
Kosovo,OWID_KOS,2078,86.32
Kosovo,OWID_KOS,2079,86.448
Kosovo,OWID_KOS,2080,86.559
Kosovo,OWID_KOS,2081,86.675
Kosovo,OWID_KOS,2082,86.788
Kosovo,OWID_KOS,2083,86.902
Kosovo,OWID_KOS,2084,87.009
Kosovo,OWID_KOS,2085,87.123
Kosovo,OWID_KOS,2086,87.233
Kosovo,OWID_KOS,2087,87.334
Kosovo,OWID_KOS,2088,87.437
Kosovo,OWID_KOS,2089,87.543
Kosovo,OWID_KOS,2090,87.65
Kosovo,OWID_KOS,2091,87.758
Kosovo,OWID_KOS,2092,87.865
Kosovo,OWID_KOS,2093,87.967
Kosovo,OWID_KOS,2094,88.071
Kosovo,OWID_KOS,2095,88.174
Kosovo,OWID_KOS,2096,88.273
Kosovo,OWID_KOS,2097,88.378
Kosovo,OWID_KOS,2098,88.478
Kosovo,OWID_KOS,2099,88.585
Kosovo,OWID_KOS,2100,88.699
Kuwait,KWT,2024,80.6
Kuwait,KWT,2025,80.779
Kuwait,KWT,2026,80.965
Kuwait,KWT,2027,81.151
Kuwait,KWT,2028,81.33
Kuwait,KWT,2029,81.509
Kuwait,KWT,2030,81.689
Kuwait,KWT,2031,81.87
Kuwait,KWT,2032,82.052
Kuwait,KWT,2033,82.23
Kuwait,KWT,2034,82.402
Kuwait,KWT,2035,82.576
Kuwait,KWT,2036,82.741
Kuwait,KWT,2037,82.908
Kuwait,KWT,2038,83.072
Kuwait,KWT,2039,83.234
Kuwait,KWT,2040,83.384
Kuwait,KWT,2041,83.544
Kuwait,KWT,2042,83.699
Kuwait,KWT,2043,83.848
Kuwait,KWT,2044,83.996
Kuwait,KWT,2045,84.145
Kuwait,KWT,2046,84.287
Kuwait,KWT,2047,84.431
Kuwait,KWT,2048,84.576
Kuwait,KWT,2049,84.722
Kuwait,KWT,2050,84.857
Kuwait,KWT,2051,84.994
Kuwait,KWT,2052,85.132
Kuwait,KWT,2053,85.263
Kuwait,KWT,2054,85.401
Kuwait,KWT,2055,85.535
Kuwait,KWT,2056,85.666
Kuwait,KWT,2057,85.801
Kuwait,KWT,2058,85.927
Kuwait,KWT,2059,86.052
Kuwait,KWT,2060,86.185
Kuwait,KWT,2061,86.318
Kuwait,KWT,2062,86.442
Kuwait,KWT,2063,86.563
Kuwait,KWT,2064,86.675
Kuwait,KWT,2065,86.792
Kuwait,KWT,2066,86.908
Kuwait,KWT,2067,87.034
Kuwait,KWT,2068,87.15
Kuwait,KWT,2069,87.273
Kuwait,KWT,2070,87.394
Kuwait,KWT,2071,87.514
Kuwait,KWT,2072,87.636
Kuwait,KWT,2073,87.748
Kuwait,KWT,2074,87.862
Kuwait,KWT,2075,87.98
Kuwait,KWT,2076,88.093
Kuwait,KWT,2077,88.211
Kuwait,KWT,2078,88.313
Kuwait,KWT,2079,88.427
Kuwait,KWT,2080,88.544
Kuwait,KWT,2081,88.647
Kuwait,KWT,2082,88.747
Kuwait,KWT,2083,88.859
Kuwait,KWT,2084,88.961
Kuwait,KWT,2085,89.072
Kuwait,KWT,2086,89.178
Kuwait,KWT,2087,89.286
Kuwait,KWT,2088,89.39
Kuwait,KWT,2089,89.489
Kuwait,KWT,2090,89.59
Kuwait,KWT,2091,89.697
Kuwait,KWT,2092,89.796
Kuwait,KWT,2093,89.9
Kuwait,KWT,2094,90
Kuwait,KWT,2095,90.109
Kuwait,KWT,2096,90.206
Kuwait,KWT,2097,90.3
Kuwait,KWT,2098,90.4
Kuwait,KWT,2099,90.495
Kuwait,KWT,2100,90.598
Kyrgyzstan,KGZ,2024,71.824
Kyrgyzstan,KGZ,2025,71.969
Kyrgyzstan,KGZ,2026,72.107
Kyrgyzstan,KGZ,2027,72.248
Kyrgyzstan,KGZ,2028,72.393
Kyrgyzstan,KGZ,2029,72.551
Kyrgyzstan,KGZ,2030,72.7
Kyrgyzstan,KGZ,2031,72.85
Kyrgyzstan,KGZ,2032,73
Kyrgyzstan,KGZ,2033,73.143
Kyrgyzstan,KGZ,2034,73.289
Kyrgyzstan,KGZ,2035,73.441
Kyrgyzstan,KGZ,2036,73.586
Kyrgyzstan,KGZ,2037,73.731
Kyrgyzstan,KGZ,2038,73.878
Kyrgyzstan,KGZ,2039,74.029
Kyrgyzstan,KGZ,2040,74.176
Kyrgyzstan,KGZ,2041,74.329
Kyrgyzstan,KGZ,2042,74.472
Kyrgyzstan,KGZ,2043,74.63
Kyrgyzstan,KGZ,2044,74.788
Kyrgyzstan,KGZ,2045,74.931
Kyrgyzstan,KGZ,2046,75.079
Kyrgyzstan,KGZ,2047,75.229
Kyrgyzstan,KGZ,2048,75.371
Kyrgyzstan,KGZ,2049,75.524
Kyrgyzstan,KGZ,2050,75.685
Kyrgyzstan,KGZ,2051,75.839
Kyrgyzstan,KGZ,2052,75.986
Kyrgyzstan,KGZ,2053,76.129
Kyrgyzstan,KGZ,2054,76.274
Kyrgyzstan,KGZ,2055,76.42
Kyrgyzstan,KGZ,2056,76.579
Kyrgyzstan,KGZ,2057,76.725
Kyrgyzstan,KGZ,2058,76.876
Kyrgyzstan,KGZ,2059,77.023
Kyrgyzstan,KGZ,2060,77.181
Kyrgyzstan,KGZ,2061,77.329
Kyrgyzstan,KGZ,2062,77.473
Kyrgyzstan,KGZ,2063,77.629
Kyrgyzstan,KGZ,2064,77.779
Kyrgyzstan,KGZ,2065,77.929
Kyrgyzstan,KGZ,2066,78.079
Kyrgyzstan,KGZ,2067,78.232
Kyrgyzstan,KGZ,2068,78.38
Kyrgyzstan,KGZ,2069,78.533
Kyrgyzstan,KGZ,2070,78.692
Kyrgyzstan,KGZ,2071,78.853
Kyrgyzstan,KGZ,2072,79.005
Kyrgyzstan,KGZ,2073,79.151
Kyrgyzstan,KGZ,2074,79.308
Kyrgyzstan,KGZ,2075,79.451
Kyrgyzstan,KGZ,2076,79.597
Kyrgyzstan,KGZ,2077,79.748
Kyrgyzstan,KGZ,2078,79.902
Kyrgyzstan,KGZ,2079,80.049
Kyrgyzstan,KGZ,2080,80.204
Kyrgyzstan,KGZ,2081,80.362
Kyrgyzstan,KGZ,2082,80.503
Kyrgyzstan,KGZ,2083,80.647
Kyrgyzstan,KGZ,2084,80.796
Kyrgyzstan,KGZ,2085,80.93
Kyrgyzstan,KGZ,2086,81.068
Kyrgyzstan,KGZ,2087,81.215
Kyrgyzstan,KGZ,2088,81.359
Kyrgyzstan,KGZ,2089,81.497
Kyrgyzstan,KGZ,2090,81.638
Kyrgyzstan,KGZ,2091,81.779
Kyrgyzstan,KGZ,2092,81.928
Kyrgyzstan,KGZ,2093,82.065
Kyrgyzstan,KGZ,2094,82.201
Kyrgyzstan,KGZ,2095,82.338
Kyrgyzstan,KGZ,2096,82.471
Kyrgyzstan,KGZ,2097,82.604
Kyrgyzstan,KGZ,2098,82.735
Kyrgyzstan,KGZ,2099,82.864
Kyrgyzstan,KGZ,2100,83.001
Laos,LAO,2024,69.225
Laos,LAO,2025,69.473
Laos,LAO,2026,69.705
Laos,LAO,2027,69.939
Laos,LAO,2028,70.158
Laos,LAO,2029,70.378
Laos,LAO,2030,70.6
Laos,LAO,2031,70.809
Laos,LAO,2032,71.025
Laos,LAO,2033,71.235
Laos,LAO,2034,71.436
Laos,LAO,2035,71.647
Laos,LAO,2036,71.839
Laos,LAO,2037,72.032
Laos,LAO,2038,72.221
Laos,LAO,2039,72.407
Laos,LAO,2040,72.584
Laos,LAO,2041,72.76
Laos,LAO,2042,72.924
Laos,LAO,2043,73.097
Laos,LAO,2044,73.267
Laos,LAO,2045,73.439
Laos,LAO,2046,73.607
Laos,LAO,2047,73.773
Laos,LAO,2048,73.922
Laos,LAO,2049,74.08
Laos,LAO,2050,74.237
Laos,LAO,2051,74.39
Laos,LAO,2052,74.54
Laos,LAO,2053,74.693
Laos,LAO,2054,74.849
Laos,LAO,2055,75
Laos,LAO,2056,75.147
Laos,LAO,2057,75.292
Laos,LAO,2058,75.434
Laos,LAO,2059,75.588
Laos,LAO,2060,75.73
Laos,LAO,2061,75.88
Laos,LAO,2062,76.032
Laos,LAO,2063,76.185
Laos,LAO,2064,76.34
Laos,LAO,2065,76.481
Laos,LAO,2066,76.637
Laos,LAO,2067,76.785
Laos,LAO,2068,76.932
Laos,LAO,2069,77.059
Laos,LAO,2070,77.199
Laos,LAO,2071,77.351
Laos,LAO,2072,77.494
Laos,LAO,2073,77.635
Laos,LAO,2074,77.78
Laos,LAO,2075,77.911
Laos,LAO,2076,78.051
Laos,LAO,2077,78.192
Laos,LAO,2078,78.33
Laos,LAO,2079,78.469
Laos,LAO,2080,78.621
Laos,LAO,2081,78.765
Laos,LAO,2082,78.909
Laos,LAO,2083,79.041
Laos,LAO,2084,79.174
Laos,LAO,2085,79.309
Laos,LAO,2086,79.44
Laos,LAO,2087,79.574
Laos,LAO,2088,79.712
Laos,LAO,2089,79.85
Laos,LAO,2090,79.986
Laos,LAO,2091,80.128
Laos,LAO,2092,80.265
Laos,LAO,2093,80.391
Laos,LAO,2094,80.527
Laos,LAO,2095,80.669
Laos,LAO,2096,80.803
Laos,LAO,2097,80.931
Laos,LAO,2098,81.054
Laos,LAO,2099,81.178
Laos,LAO,2100,81.317
Latin America and the Caribbean (UN),,2024,75.871
Latin America and the Caribbean (UN),,2025,76.042
Latin America and the Caribbean (UN),,2026,76.211
Latin America and the Caribbean (UN),,2027,76.38
Latin America and the Caribbean (UN),,2028,76.55
Latin America and the Caribbean (UN),,2029,76.719
Latin America and the Caribbean (UN),,2030,76.887
Latin America and the Caribbean (UN),,2031,77.056
Latin America and the Caribbean (UN),,2032,77.22
Latin America and the Caribbean (UN),,2033,77.385
Latin America and the Caribbean (UN),,2034,77.548
Latin America and the Caribbean (UN),,2035,77.714
Latin America and the Caribbean (UN),,2036,77.877
