Entity,Code,Year,Life expectancy - Sex: all - Age: 0 - Variant: medium
Afghanistan,AFG,2024,66.289
Afghanistan,AFG,2025,66.538
Afghanistan,AFG,2026,66.771
Afghanistan,AFG,2027,66.985
Afghanistan,AFG,2028,67.209
Afghanistan,AFG,2029,67.433
Afghanistan,AFG,2030,67.622
Afghanistan,AFG,2031,67.829
Afghanistan,AFG,2032,68.018
Afghanistan,AFG,2033,68.212
Afghanistan,AFG,2034,68.397
Afghanistan,AFG,2035,68.596
Afghanistan,AFG,2036,68.78
Afghanistan,AFG,2037,68.955
Afghanistan,AFG,2038,69.119
Afghanistan,AFG,2039,69.287
Afghanistan,AFG,2040,69.449
Afghanistan,AFG,2041,69.607
Afghanistan,AFG,2042,69.763
Afghanistan,AFG,2043,69.912
Afghanistan,AFG,2044,70.071
Afghanistan,AFG,2045,70.219
Afghanistan,AFG,2046,70.356
Afghanistan,AFG,2047,70.501
Afghanistan,AFG,2048,70.639
Afghanistan,AFG,2049,70.788
Afghanistan,AFG,2050,70.914
Afghanistan,AFG,2051,71.052
Afghanistan,AFG,2052,71.198
Afghanistan,AFG,2053,71.341
Afghanistan,AFG,2054,71.481
Afghanistan,AFG,2055,71.612
Afghanistan,AFG,2056,71.753
Afghanistan,AFG,2057,71.887
Afghanistan,AFG,2058,72.02
Afghanistan,AFG,2059,72.161
Afghanistan,AFG,2060,72.295
Afghanistan,AFG,2061,72.428
Afghanistan,AFG,2062,72.57
Afghanistan,AFG,2063,72.709
Afghanistan,AFG,2064,72.835
Afghanistan,AFG,2065,72.967
Afghanistan,AFG,2066,73.091
Afghanistan,AFG,2067,73.222
Afghanistan,AFG,2068,73.336
Afghanistan,AFG,2069,73.459
Afghanistan,AFG,2070,73.58
Afghanistan,AFG,2071,73.702
Afghanistan,AFG,2072,73.83
Afghanistan,AFG,2073,73.966
Afghanistan,AFG,2074,74.094
Afghanistan,AFG,2075,74.224
Afghanistan,AFG,2076,74.341
Afghanistan,AFG,2077,74.461
Afghanistan,AFG,2078,74.591
Afghanistan,AFG,2079,74.717
Afghanistan,AFG,2080,74.846
Afghanistan,AFG,2081,74.986
Afghanistan,AFG,2082,75.106
Afghanistan,AFG,2083,75.229
Afghanistan,AFG,2084,75.351
Afghanistan,AFG,2085,75.475
Afghanistan,AFG,2086,75.594
Afghanistan,AFG,2087,75.722
Afghanistan,AFG,2088,75.84
Afghanistan,AFG,2089,75.966
Afghanistan,AFG,2090,76.081
Afghanistan,AFG,2091,76.201
Afghanistan,AFG,2092,76.324
Afghanistan,AFG,2093,76.442
Afghanistan,AFG,2094,76.561
Afghanistan,AFG,2095,76.68
Afghanistan,AFG,2096,76.805
Afghanistan,AFG,2097,76.944
Afghanistan,AFG,2098,77.067
Afghanistan,AFG,2099,77.194
Afghanistan,AFG,2100,77.307
Africa (UN),,2024,64.016
Africa (UN),,2025,64.209
Africa (UN),,2026,64.405
Africa (UN),,2027,64.593
Africa (UN),,2028,64.776
Africa (UN),,2029,64.955
Africa (UN),,2030,65.132
Africa (UN),,2031,65.308
Africa (UN),,2032,65.485
Africa (UN),,2033,65.661
Africa (UN),,2034,65.835
Africa (UN),,2035,66.005
Africa (UN),,2036,66.173
Africa (UN),,2037,66.343
Africa (UN),,2038,66.511
Africa (UN),,2039,66.677
Africa (UN),,2040,66.842
Africa (UN),,2041,67.003
Africa (UN),,2042,67.168
Africa (UN),,2043,67.326
Africa (UN),,2044,67.479
Africa (UN),,2045,67.636
Africa (UN),,2046,67.786
Africa (UN),,2047,67.941
Africa (UN),,2048,68.093
Africa (UN),,2049,68.242
Africa (UN),,2050,68.389
Africa (UN),,2051,68.537
Africa (UN),,2052,68.681
Africa (UN),,2053,68.825
Africa (UN),,2054,68.971
Africa (UN),,2055,69.113
Africa (UN),,2056,69.255
Africa (UN),,2057,69.391
Africa (UN),,2058,69.533
Africa (UN),,2059,69.673
Africa (UN),,2060,69.814
Africa (UN),,2061,69.953
Africa (UN),,2062,70.087
Africa (UN),,2063,70.22
Africa (UN),,2064,70.357
Africa (UN),,2065,70.493
Africa (UN),,2066,70.623
Africa (UN),,2067,70.759
Africa (UN),,2068,70.892
Africa (UN),,2069,71.022
Africa (UN),,2070,71.152
Africa (UN),,2071,71.285
Africa (UN),,2072,71.415
Africa (UN),,2073,71.542
Africa (UN),,2074,71.668
Africa (UN),,2075,71.794
Africa (UN),,2076,71.923
Africa (UN),,2077,72.044
Africa (UN),,2078,72.171
Africa (UN),,2079,72.296
Africa (UN),,2080,72.419
Africa (UN),,2081,72.543
Africa (UN),,2082,72.667
Africa (UN),,2083,72.792
Africa (UN),,2084,72.912
Africa (UN),,2085,73.03
Africa (UN),,2086,73.151
Africa (UN),,2087,73.273
Africa (UN),,2088,73.399
Africa (UN),,2089,73.522
Africa (UN),,2090,73.646
Africa (UN),,2091,73.77
Africa (UN),,2092,73.894
Africa (UN),,2093,74.018
Africa (UN),,2094,74.143
Africa (UN),,2095,74.266
Africa (UN),,2096,74.39
Africa (UN),,2097,74.513
Africa (UN),,2098,74.633
Africa (UN),,2099,74.759
Africa (UN),,2100,74.881
Albania,ALB,2024,79.776
Albania,ALB,2025,79.953
Albania,ALB,2026,80.132
Albania,ALB,2027,80.314
Albania,ALB,2028,80.493
Albania,ALB,2029,80.671
Albania,ALB,2030,80.839
Albania,ALB,2031,81.009
Albania,ALB,2032,81.189
Albania,ALB,2033,81.362
Albania,ALB,2034,81.538
Albania,ALB,2035,81.709
Albania,ALB,2036,81.881
Albania,ALB,2037,82.053
Albania,ALB,2038,82.214
Albania,ALB,2039,82.371
Albania,ALB,2040,82.54
Albania,ALB,2041,82.702
Albania,ALB,2042,82.859
Albania,ALB,2043,83.013
Albania,ALB,2044,83.176
Albania,ALB,2045,83.333
Albania,ALB,2046,83.487
Albania,ALB,2047,83.644
Albania,ALB,2048,83.792
Albania,ALB,2049,83.941
Albania,ALB,2050,84.093
Albania,ALB,2051,84.239
Albania,ALB,2052,84.386
Albania,ALB,2053,84.527
Albania,ALB,2054,84.664
Albania,ALB,2055,84.796
Albania,ALB,2056,84.926
Albania,ALB,2057,85.07
Albania,ALB,2058,85.204
Albania,ALB,2059,85.34
Albania,ALB,2060,85.464
Albania,ALB,2061,85.595
Albania,ALB,2062,85.721
Albania,ALB,2063,85.852
Albania,ALB,2064,85.973
Albania,ALB,2065,86.103
Albania,ALB,2066,86.229
Albania,ALB,2067,86.353
Albania,ALB,2068,86.471
Albania,ALB,2069,86.588
Albania,ALB,2070,86.701
Albania,ALB,2071,86.82
Albania,ALB,2072,86.938
Albania,ALB,2073,87.057
Albania,ALB,2074,87.175
Albania,ALB,2075,87.291
Albania,ALB,2076,87.399
Albania,ALB,2077,87.511
Albania,ALB,2078,87.627
Albania,ALB,2079,87.733
Albania,ALB,2080,87.846
Albania,ALB,2081,87.963
Albania,ALB,2082,88.075
Albania,ALB,2083,88.189
Albania,ALB,2084,88.304
Albania,ALB,2085,88.417
Albania,ALB,2086,88.527
Albania,ALB,2087,88.63
Albania,ALB,2088,88.732
Albania,ALB,2089,88.837
Albania,ALB,2090,88.943
Albania,ALB,2091,89.052
Albania,ALB,2092,89.16
Albania,ALB,2093,89.27
Albania,ALB,2094,89.371
Albania,ALB,2095,89.482
Albania,ALB,2096,89.58
Albania,ALB,2097,89.693
Albania,ALB,2098,89.799
Albania,ALB,2099,89.899
Albania,ALB,2100,90.003
Algeria,DZA,2024,76.475
Algeria,DZA,2025,76.687
Algeria,DZA,2026,76.89
Algeria,DZA,2027,77.089
Algeria,DZA,2028,77.284
Algeria,DZA,2029,77.49
Algeria,DZA,2030,77.685
Algeria,DZA,2031,77.881
Algeria,DZA,2032,78.065
Algeria,DZA,2033,78.257
Algeria,DZA,2034,78.44
Algeria,DZA,2035,78.624
Algeria,DZA,2036,78.811
Algeria,DZA,2037,78.997
Algeria,DZA,2038,79.186
Algeria,DZA,2039,79.371
Algeria,DZA,2040,79.564
Algeria,DZA,2041,79.744
Algeria,DZA,2042,79.929
Algeria,DZA,2043,80.102
Algeria,DZA,2044,80.28
Algeria,DZA,2045,80.455
Algeria,DZA,2046,80.636
Algeria,DZA,2047,80.815
Algeria,DZA,2048,80.997
Algeria,DZA,2049,81.169
Algeria,DZA,2050,81.338
Algeria,DZA,2051,81.504
Algeria,DZA,2052,81.674
Algeria,DZA,2053,81.843
Algeria,DZA,2054,82.013
Algeria,DZA,2055,82.181
Algeria,DZA,2056,82.341
Algeria,DZA,2057,82.497
Algeria,DZA,2058,82.656
Algeria,DZA,2059,82.812
Algeria,DZA,2060,82.967
Algeria,DZA,2061,83.123
Algeria,DZA,2062,83.268
Algeria,DZA,2063,83.419
Algeria,DZA,2064,83.566
Algeria,DZA,2065,83.722
Algeria,DZA,2066,83.872
Algeria,DZA,2067,84.011
Algeria,DZA,2068,84.153
Algeria,DZA,2069,84.291
Algeria,DZA,2070,84.438
Algeria,DZA,2071,84.576
Algeria,DZA,2072,84.713
Algeria,DZA,2073,84.841
Algeria,DZA,2074,84.986
Algeria,DZA,2075,85.121
Algeria,DZA,2076,85.251
Algeria,DZA,2077,85.378
Algeria,DZA,2078,85.502
Algeria,DZA,2079,85.63
Algeria,DZA,2080,85.752
Algeria,DZA,2081,85.876
Algeria,DZA,2082,86.008
Algeria,DZA,2083,86.134
Algeria,DZA,2084,86.254
Algeria,DZA,2085,86.377
Algeria,DZA,2086,86.503
Algeria,DZA,2087,86.627
Algeria,DZA,2088,86.749
Algeria,DZA,2089,86.868
Algeria,DZA,2090,86.988
Algeria,DZA,2091,87.104
Algeria,DZA,2092,87.218
Algeria,DZA,2093,87.325
Algeria,DZA,2094,87.439
Algeria,DZA,2095,87.557
Algeria,DZA,2096,87.675
Algeria,DZA,2097,87.794
Algeria,DZA,2098,87.898
Algeria,DZA,2099,88.012
Algeria,DZA,2100,88.124
American Samoa,ASM,2024,72.992
American Samoa,ASM,2025,73.126
American Samoa,ASM,2026,73.255
American Samoa,ASM,2027,73.395
American Samoa,ASM,2028,73.529
American Samoa,ASM,2029,73.668
American Samoa,ASM,2030,73.806
American Samoa,ASM,2031,73.944
American Samoa,ASM,2032,74.064
American Samoa,ASM,2033,74.2
American Samoa,ASM,2034,74.33
American Samoa,ASM,2035,74.471
American Samoa,ASM,2036,74.624
American Samoa,ASM,2037,74.758
American Samoa,ASM,2038,74.907
American Samoa,ASM,2039,75.047
American Samoa,ASM,2040,75.178
American Samoa,ASM,2041,75.337
American Samoa,ASM,2042,75.479
American Samoa,ASM,2043,75.618
American Samoa,ASM,2044,75.757
American Samoa,ASM,2045,75.891
American Samoa,ASM,2046,76.026
American Samoa,ASM,2047,76.165
American Samoa,ASM,2048,76.306
American Samoa,ASM,2049,76.441
American Samoa,ASM,2050,76.581
American Samoa,ASM,2051,76.726
American Samoa,ASM,2052,76.875
American Samoa,ASM,2053,77.017
American Samoa,ASM,2054,77.155
American Samoa,ASM,2055,77.295
American Samoa,ASM,2056,77.427
American Samoa,ASM,2057,77.569
American Samoa,ASM,2058,77.715
American Samoa,ASM,2059,77.857
American Samoa,ASM,2060,77.994
American Samoa,ASM,2061,78.132
American Samoa,ASM,2062,78.276
American Samoa,ASM,2063,78.414
American Samoa,ASM,2064,78.549
American Samoa,ASM,2065,78.687
American Samoa,ASM,2066,78.825
American Samoa,ASM,2067,78.964
American Samoa,ASM,2068,79.1
American Samoa,ASM,2069,79.243
American Samoa,ASM,2070,79.379
American Samoa,ASM,2071,79.517
American Samoa,ASM,2072,79.655
American Samoa,ASM,2073,79.791
American Samoa,ASM,2074,79.929
American Samoa,ASM,2075,80.059
American Samoa,ASM,2076,80.197
American Samoa,ASM,2077,80.332
American Samoa,ASM,2078,80.474
American Samoa,ASM,2079,80.607
American Samoa,ASM,2080,80.734
American Samoa,ASM,2081,80.875
American Samoa,ASM,2082,81.01
American Samoa,ASM,2083,81.138
American Samoa,ASM,2084,81.277
American Samoa,ASM,2085,81.408
American Samoa,ASM,2086,81.532
American Samoa,ASM,2087,81.668
American Samoa,ASM,2088,81.807
American Samoa,ASM,2089,81.935
American Samoa,ASM,2090,82.065
American Samoa,ASM,2091,82.198
American Samoa,ASM,2092,82.329
American Samoa,ASM,2093,82.461
American Samoa,ASM,2094,82.586
American Samoa,ASM,2095,82.707
American Samoa,ASM,2096,82.839
American Samoa,ASM,2097,82.958
American Samoa,ASM,2098,83.085
American Samoa,ASM,2099,83.199
American Samoa,ASM,2100,83.32
Andorra,AND,2024,84.188
Andorra,AND,2025,84.331
Andorra,AND,2026,84.461
Andorra,AND,2027,84.6
Andorra,AND,2028,84.735
Andorra,AND,2029,84.863
Andorra,AND,2030,84.999
Andorra,AND,2031,85.128
Andorra,AND,2032,85.255
Andorra,AND,2033,85.383
Andorra,AND,2034,85.515
Andorra,AND,2035,85.649
Andorra,AND,2036,85.777
Andorra,AND,2037,85.896
Andorra,AND,2038,86.022
Andorra,AND,2039,86.138
Andorra,AND,2040,86.28
Andorra,AND,2041,86.397
Andorra,AND,2042,86.519
Andorra,AND,2043,86.641
Andorra,AND,2044,86.762
Andorra,AND,2045,86.885
Andorra,AND,2046,87.005
Andorra,AND,2047,87.124
Andorra,AND,2048,87.25
Andorra,AND,2049,87.374
Andorra,AND,2050,87.499
Andorra,AND,2051,87.621
Andorra,AND,2052,87.746
Andorra,AND,2053,87.865
Andorra,AND,2054,87.983
Andorra,AND,2055,88.092
Andorra,AND,2056,88.212
Andorra,AND,2057,88.333
Andorra,AND,2058,88.441
Andorra,AND,2059,88.554
Andorra,AND,2060,88.672
Andorra,AND,2061,88.791
Andorra,AND,2062,88.905
Andorra,AND,2063,89.02
Andorra,AND,2064,89.132
Andorra,AND,2065,89.235
Andorra,AND,2066,89.35
Andorra,AND,2067,89.458
Andorra,AND,2068,89.573
Andorra,AND,2069,89.677
Andorra,AND,2070,89.788
Andorra,AND,2071,89.889
Andorra,AND,2072,90
Andorra,AND,2073,90.106
Andorra,AND,2074,90.217
Andorra,AND,2075,90.325
Andorra,AND,2076,90.432
Andorra,AND,2077,90.535
Andorra,AND,2078,90.635
Andorra,AND,2079,90.743
Andorra,AND,2080,90.857
Andorra,AND,2081,90.958
Andorra,AND,2082,91.063
Andorra,AND,2083,91.174
Andorra,AND,2084,91.283
Andorra,AND,2085,91.384
Andorra,AND,2086,91.494
Andorra,AND,2087,91.604
Andorra,AND,2088,91.71
Andorra,AND,2089,91.818
Andorra,AND,2090,91.928
Andorra,AND,2091,92.042
Andorra,AND,2092,92.151
Andorra,AND,2093,92.258
Andorra,AND,2094,92.362
Andorra,AND,2095,92.47
Andorra,AND,2096,92.574
Andorra,AND,2097,92.683
Andorra,AND,2098,92.788
Andorra,AND,2099,92.901
Andorra,AND,2100,93.011
Angola,AGO,2024,64.805
Angola,AGO,2025,64.985
Angola,AGO,2026,65.169
Angola,AGO,2027,65.358
Angola,AGO,2028,65.532
Angola,AGO,2029,65.697
Angola,AGO,2030,65.878
Angola,AGO,2031,66.054
Angola,AGO,2032,66.22
Angola,AGO,2033,66.388
Angola,AGO,2034,66.543
Angola,AGO,2035,66.699
Angola,AGO,2036,66.853
Angola,AGO,2037,67.006
Angola,AGO,2038,67.15
Angola,AGO,2039,67.288
Angola,AGO,2040,67.433
Angola,AGO,2041,67.576
Angola,AGO,2042,67.729
Angola,AGO,2043,67.865
Angola,AGO,2044,67.999
Angola,AGO,2045,68.138
Angola,AGO,2046,68.263
Angola,AGO,2047,68.403
Angola,AGO,2048,68.53
Angola,AGO,2049,68.659
Angola,AGO,2050,68.791
Angola,AGO,2051,68.914
Angola,AGO,2052,69.053
Angola,AGO,2053,69.189
Angola,AGO,2054,69.315
Angola,AGO,2055,69.44
Angola,AGO,2056,69.569
Angola,AGO,2057,69.694
Angola,AGO,2058,69.821
Angola,AGO,2059,69.948
Angola,AGO,2060,70.075
Angola,AGO,2061,70.211
Angola,AGO,2062,70.329
Angola,AGO,2063,70.456
Angola,AGO,2064,70.589
Angola,AGO,2065,70.723
Angola,AGO,2066,70.858
Angola,AGO,2067,70.983
Angola,AGO,2068,71.098
Angola,AGO,2069,71.216
Angola,AGO,2070,71.348
Angola,AGO,2071,71.469
Angola,AGO,2072,71.592
Angola,AGO,2073,71.718
Angola,AGO,2074,71.845
Angola,AGO,2075,71.959
Angola,AGO,2076,72.091
Angola,AGO,2077,72.213
Angola,AGO,2078,72.328
Angola,AGO,2079,72.453
Angola,AGO,2080,72.57
Angola,AGO,2081,72.688
Angola,AGO,2082,72.803
Angola,AGO,2083,72.921
Angola,AGO,2084,73.044
Angola,AGO,2085,73.174
Angola,AGO,2086,73.294
Angola,AGO,2087,73.418
Angola,AGO,2088,73.537
Angola,AGO,2089,73.66
Angola,AGO,2090,73.787
Angola,AGO,2091,73.909
Angola,AGO,2092,74.023
Angola,AGO,2093,74.145
Angola,AGO,2094,74.279
Angola,AGO,2095,74.407
Angola,AGO,2096,74.53
Angola,AGO,2097,74.655
Angola,AGO,2098,74.779
Angola,AGO,2099,74.897
Angola,AGO,2100,75.03
Anguilla,AIA,2024,79.486
Anguilla,AIA,2025,79.67
Anguilla,AIA,2026,79.863
Anguilla,AIA,2027,80.052
Anguilla,AIA,2028,80.233
Anguilla,AIA,2029,80.406
Anguilla,AIA,2030,80.59
Anguilla,AIA,2031,80.768
Anguilla,AIA,2032,80.938
Anguilla,AIA,2033,81.11
Anguilla,AIA,2034,81.279
Anguilla,AIA,2035,81.45
Anguilla,AIA,2036,81.621
Anguilla,AIA,2037,81.786
Anguilla,AIA,2038,81.946
Anguilla,AIA,2039,82.103
Anguilla,AIA,2040,82.265
Anguilla,AIA,2041,82.417
Anguilla,AIA,2042,82.573
Anguilla,AIA,2043,82.718
Anguilla,AIA,2044,82.87
Anguilla,AIA,2045,83.021
Anguilla,AIA,2046,83.165
Anguilla,AIA,2047,83.312
Anguilla,AIA,2048,83.446
Anguilla,AIA,2049,83.582
Anguilla,AIA,2050,83.713
Anguilla,AIA,2051,83.852
Anguilla,AIA,2052,83.99
Anguilla,AIA,2053,84.122
Anguilla,AIA,2054,84.252
Anguilla,AIA,2055,84.373
Anguilla,AIA,2056,84.507
Anguilla,AIA,2057,84.633
Anguilla,AIA,2058,84.759
Anguilla,AIA,2059,84.891
Anguilla,AIA,2060,85.019
Anguilla,AIA,2061,85.144
Anguilla,AIA,2062,85.273
Anguilla,AIA,2063,85.391
Anguilla,AIA,2064,85.516
Anguilla,AIA,2065,85.637
Anguilla,AIA,2066,85.76
Anguilla,AIA,2067,85.887
Anguilla,AIA,2068,86.009
Anguilla,AIA,2069,86.129
Anguilla,AIA,2070,86.248
Anguilla,AIA,2071,86.366
Anguilla,AIA,2072,86.477
Anguilla,AIA,2073,86.594
Anguilla,AIA,2074,86.709
Anguilla,AIA,2075,86.822
Anguilla,AIA,2076,86.93
Anguilla,AIA,2077,87.05
Anguilla,AIA,2078,87.17
Anguilla,AIA,2079,87.285
Anguilla,AIA,2080,87.401
Anguilla,AIA,2081,87.52
Anguilla,AIA,2082,87.634
Anguilla,AIA,2083,87.747
Anguilla,AIA,2084,87.859
Anguilla,AIA,2085,87.976
Anguilla,AIA,2086,88.09
Anguilla,AIA,2087,88.193
Anguilla,AIA,2088,88.311
Anguilla,AIA,2089,88.42
Anguilla,AIA,2090,88.533
Anguilla,AIA,2091,88.638
Anguilla,AIA,2092,88.747
Anguilla,AIA,2093,88.857
Anguilla,AIA,2094,88.967
Anguilla,AIA,2095,89.084
Anguilla,AIA,2096,89.191
Anguilla,AIA,2097,89.311
Anguilla,AIA,2098,89.423
Anguilla,AIA,2099,89.538
Anguilla,AIA,2100,89.654
Antigua and Barbuda,ATG,2024,77.766
Antigua and Barbuda,ATG,2025,77.941
Antigua and Barbuda,ATG,2026,78.112
Antigua and Barbuda,ATG,2027,78.293
Antigua and Barbuda,ATG,2028,78.465
Antigua and Barbuda,ATG,2029,78.63
Antigua and Barbuda,ATG,2030,78.809
Antigua and Barbuda,ATG,2031,78.976
Antigua and Barbuda,ATG,2032,79.146
Antigua and Barbuda,ATG,2033,79.316
Antigua and Barbuda,ATG,2034,79.487
Antigua and Barbuda,ATG,2035,79.653
Antigua and Barbuda,ATG,2036,79.821
Antigua and Barbuda,ATG,2037,79.99
Antigua and Barbuda,ATG,2038,80.163
Antigua and Barbuda,ATG,2039,80.332
Antigua and Barbuda,ATG,2040,80.502
Antigua and Barbuda,ATG,2041,80.665
Antigua and Barbuda,ATG,2042,80.825
Antigua and Barbuda,ATG,2043,80.981
Antigua and Barbuda,ATG,2044,81.145
Antigua and Barbuda,ATG,2045,81.307
Antigua and Barbuda,ATG,2046,81.465
Antigua and Barbuda,ATG,2047,81.619
Antigua and Barbuda,ATG,2048,81.78
Antigua and Barbuda,ATG,2049,81.925
Antigua and Barbuda,ATG,2050,82.085
Antigua and Barbuda,ATG,2051,82.248
Antigua and Barbuda,ATG,2052,82.395
Antigua and Barbuda,ATG,2053,82.54
Antigua and Barbuda,ATG,2054,82.684
Antigua and Barbuda,ATG,2055,82.834
Antigua and Barbuda,ATG,2056,82.974
Antigua and Barbuda,ATG,2057,83.117
Antigua and Barbuda,ATG,2058,83.262
Antigua and Barbuda,ATG,2059,83.402
Antigua and Barbuda,ATG,2060,83.535
Antigua and Barbuda,ATG,2061,83.659
Antigua and Barbuda,ATG,2062,83.791
Antigua and Barbuda,ATG,2063,83.924
Antigua and Barbuda,ATG,2064,84.059
Antigua and Barbuda,ATG,2065,84.189
Antigua and Barbuda,ATG,2066,84.322
Antigua and Barbuda,ATG,2067,84.457
Antigua and Barbuda,ATG,2068,84.59
Antigua and Barbuda,ATG,2069,84.722
Antigua and Barbuda,ATG,2070,84.842
Antigua and Barbuda,ATG,2071,84.971
Antigua and Barbuda,ATG,2072,85.093
Antigua and Barbuda,ATG,2073,85.219
Antigua and Barbuda,ATG,2074,85.343
Antigua and Barbuda,ATG,2075,85.458
Antigua and Barbuda,ATG,2076,85.576
Antigua and Barbuda,ATG,2077,85.705
Antigua and Barbuda,ATG,2078,85.823
Antigua and Barbuda,ATG,2079,85.939
Antigua and Barbuda,ATG,2080,86.06
Antigua and Barbuda,ATG,2081,86.179
Antigua and Barbuda,ATG,2082,86.297
Antigua and Barbuda,ATG,2083,86.416
Antigua and Barbuda,ATG,2084,86.535
Antigua and Barbuda,ATG,2085,86.654
Antigua and Barbuda,ATG,2086,86.786
Antigua and Barbuda,ATG,2087,86.9
Antigua and Barbuda,ATG,2088,87.017
Antigua and Barbuda,ATG,2089,87.127
Antigua and Barbuda,ATG,2090,87.247
Antigua and Barbuda,ATG,2091,87.361
Antigua and Barbuda,ATG,2092,87.473
Antigua and Barbuda,ATG,2093,87.581
Antigua and Barbuda,ATG,2094,87.702
Antigua and Barbuda,ATG,2095,87.814
Antigua and Barbuda,ATG,2096,87.932
Antigua and Barbuda,ATG,2097,88.044
Antigua and Barbuda,ATG,2098,88.162
Antigua and Barbuda,ATG,2099,88.276
Antigua and Barbuda,ATG,2100,88.384
Argentina,ARG,2024,77.543
Argentina,ARG,2025,77.689
Argentina,ARG,2026,77.829
Argentina,ARG,2027,77.968
Argentina,ARG,2028,78.118
Argentina,ARG,2029,78.266
Argentina,ARG,2030,78.406
Argentina,ARG,2031,78.559
Argentina,ARG,2032,78.71
Argentina,ARG,2033,78.873
Argentina,ARG,2034,79.03
Argentina,ARG,2035,79.179
Argentina,ARG,2036,79.323
Argentina,ARG,2037,79.471
Argentina,ARG,2038,79.63
Argentina,ARG,2039,79.771
Argentina,ARG,2040,79.929
Argentina,ARG,2041,80.079
Argentina,ARG,2042,80.228
Argentina,ARG,2043,80.372
Argentina,ARG,2044,80.522
Argentina,ARG,2045,80.663
Argentina,ARG,2046,80.809
Argentina,ARG,2047,80.962
Argentina,ARG,2048,81.116
Argentina,ARG,2049,81.267
Argentina,ARG,2050,81.406
Argentina,ARG,2051,81.547
Argentina,ARG,2052,81.684
Argentina,ARG,2053,81.826
Argentina,ARG,2054,81.973
Argentina,ARG,2055,82.112
Argentina,ARG,2056,82.254
Argentina,ARG,2057,82.399
Argentina,ARG,2058,82.54
Argentina,ARG,2059,82.68
Argentina,ARG,2060,82.816
Argentina,ARG,2061,82.949
Argentina,ARG,2062,83.088
Argentina,ARG,2063,83.22
Argentina,ARG,2064,83.358
Argentina,ARG,2065,83.496
Argentina,ARG,2066,83.631
Argentina,ARG,2067,83.764
Argentina,ARG,2068,83.886
Argentina,ARG,2069,84.015
Argentina,ARG,2070,84.153
Argentina,ARG,2071,84.282
Argentina,ARG,2072,84.418
Argentina,ARG,2073,84.55
Argentina,ARG,2074,84.671
Argentina,ARG,2075,84.805
Argentina,ARG,2076,84.933
Argentina,ARG,2077,85.059
Argentina,ARG,2078,85.181
Argentina,ARG,2079,85.302
Argentina,ARG,2080,85.422
Argentina,ARG,2081,85.546
Argentina,ARG,2082,85.663
Argentina,ARG,2083,85.778
Argentina,ARG,2084,85.902
Argentina,ARG,2085,86.017
Argentina,ARG,2086,86.144
Argentina,ARG,2087,86.268
Argentina,ARG,2088,86.382
Argentina,ARG,2089,86.494
Argentina,ARG,2090,86.615
Argentina,ARG,2091,86.729
Argentina,ARG,2092,86.846
Argentina,ARG,2093,86.958
Argentina,ARG,2094,87.077
Argentina,ARG,2095,87.191
Argentina,ARG,2096,87.305
Argentina,ARG,2097,87.418
Argentina,ARG,2098,87.525
Argentina,ARG,2099,87.634
Argentina,ARG,2100,87.741
Armenia,ARM,2024,75.846
Armenia,ARM,2025,76.012
Armenia,ARM,2026,76.181
Armenia,ARM,2027,76.344
Armenia,ARM,2028,76.509
Armenia,ARM,2029,76.672
Armenia,ARM,2030,76.829
Armenia,ARM,2031,76.997
Armenia,ARM,2032,77.161
Armenia,ARM,2033,77.313
Armenia,ARM,2034,77.47
Armenia,ARM,2035,77.626
Armenia,ARM,2036,77.786
Armenia,ARM,2037,77.935
Armenia,ARM,2038,78.092
Armenia,ARM,2039,78.251
Armenia,ARM,2040,78.412
Armenia,ARM,2041,78.565
Armenia,ARM,2042,78.726
Armenia,ARM,2043,78.88
Armenia,ARM,2044,79.037
Armenia,ARM,2045,79.192
Armenia,ARM,2046,79.345
Armenia,ARM,2047,79.5
Armenia,ARM,2048,79.657
Armenia,ARM,2049,79.81
Armenia,ARM,2050,79.972
Armenia,ARM,2051,80.12
Armenia,ARM,2052,80.273
Armenia,ARM,2053,80.421
Armenia,ARM,2054,80.553
Armenia,ARM,2055,80.71
Armenia,ARM,2056,80.856
Armenia,ARM,2057,81.007
Armenia,ARM,2058,81.154
Armenia,ARM,2059,81.298
Armenia,ARM,2060,81.442
Armenia,ARM,2061,81.587
Armenia,ARM,2062,81.725
Armenia,ARM,2063,81.863
Armenia,ARM,2064,82.003
Armenia,ARM,2065,82.139
Armenia,ARM,2066,82.276
Armenia,ARM,2067,82.413
Armenia,ARM,2068,82.551
Armenia,ARM,2069,82.692
Armenia,ARM,2070,82.823
Armenia,ARM,2071,82.957
Armenia,ARM,2072,83.084
Armenia,ARM,2073,83.209
Armenia,ARM,2074,83.328
Armenia,ARM,2075,83.459
Armenia,ARM,2076,83.59
Armenia,ARM,2077,83.722
Armenia,ARM,2078,83.846
Armenia,ARM,2079,83.974
Armenia,ARM,2080,84.103
Armenia,ARM,2081,84.224
Armenia,ARM,2082,84.35
Armenia,ARM,2083,84.475
Armenia,ARM,2084,84.592
Armenia,ARM,2085,84.719
Armenia,ARM,2086,84.839
Armenia,ARM,2087,84.961
Armenia,ARM,2088,85.081
Armenia,ARM,2089,85.197
Armenia,ARM,2090,85.315
Armenia,ARM,2091,85.444
Armenia,ARM,2092,85.567
Armenia,ARM,2093,85.691
Armenia,ARM,2094,85.809
Armenia,ARM,2095,85.927
Armenia,ARM,2096,86.052
